hgnc_symbol	ensembl_canonical_transcript	genome_nexus_canonical_transcript	uniprot_canonical_transcript	mskcc_canonical_trancript
C5orf24	ENST00000394976	ENST00000394976	ENST00000338051	ENST00000338051
NACAP2	ENSG00000180230	ENSG00000180230	ENSG00000180230	ENSG00000180230
FAS-AS1				
DBNDD1	ENST00000304733	ENST00000304733	ENST00000002501	ENST00000002501
OR2AO1P	ENSG00000240621	ENSG00000240621	ENSG00000240621	ENSG00000240621
ZNF223	ENST00000434772	ENST00000434772	ENST00000434772	ENST00000434772
VEGFC	ENST00000280193	ENST00000280193	ENST00000618562	ENST00000618562
MTX3	ENST00000512560	ENST00000512560	ENST00000512528	ENST00000512528
ALG1L13P	ENST00000523017	ENST00000523017	ENST00000523017	ENST00000523017
MIOXP1				
TATDN2P2	ENSG00000218226	ENSG00000218226	ENSG00000218226	ENSG00000218226
RNU6-591P	ENSG00000207122	ENSG00000207122	ENSG00000207122	ENSG00000207122
ANXA10	ENST00000359299	ENST00000359299	ENST00000359299	ENST00000359299
GABPB1-IT1				
LINC01022	ENSG00000232715	ENSG00000232715	ENSG00000232715	ENSG00000232715
SNORA5B	ENSG00000200656	ENSG00000200656	ENSG00000200656	ENSG00000200656
TFRC	ENST00000360110	ENST00000360110	ENST00000360110	ENST00000360110
SEL1L3	ENST00000399878	ENST00000399878	ENST00000399878	ENST00000399878
MTND4LP6				
C6orf52	ENST00000259983	ENST00000259983	ENST00000259983	ENST00000259983
NMT1	ENST00000592782	ENST00000592782	ENST00000258960	ENST00000258960
COL26A1	ENST00000313669	ENST00000313669	ENST00000313669	ENST00000313669
ATP5G2P2				
OR2AS2P	ENSG00000271934	ENSG00000271934	ENSG00000271934	ENSG00000271934
SNORD53	ENSG00000265145	ENSG00000265145	ENSG00000265145	ENSG00000265145
TNFSF13B	ENST00000375887	ENST00000375887	ENST00000375887	ENST00000375887
MAK16	ENST00000360128	ENST00000360128	ENST00000360128	ENST00000360128
LINC02509				
MRFAP1L1	ENST00000320848	ENST00000320848	ENST00000320848	ENST00000320848
RNU1-32P	ENSG00000200807	ENSG00000200807	ENSG00000200807	ENSG00000200807
LARGE-AS1	ENST00000438159	ENST00000438159	ENST00000438159	ENST00000438159
RPL21P76				
SUPT4H1P1				
CDC37L1	ENST00000381854	ENST00000381854	ENST00000381854	ENST00000381854
TBR1	ENST00000389554	ENST00000389554	ENST00000389554	ENST00000389554
GPR34P				
CYP51A1P2	ENSG00000233588	ENSG00000233588	ENSG00000233588	ENSG00000233588
SNORD70B				
LY6K	ENST00000608421	ENST00000608421	ENST00000292430	ENST00000292430
RAB9AP1	ENSG00000232910	ENSG00000232910	ENSG00000232910	ENSG00000232910
TP53TG5	ENST00000372726	ENST00000372726	ENST00000372726	ENST00000372726
RPL23AP93				
TK2	ENST00000451102	ENST00000451102	ENST00000299697	ENST00000299697
ZNF273	ENST00000476120	ENST00000476120	ENST00000476120	ENST00000476120
DNM1P32	ENSG00000261708	ENSG00000261708	ENSG00000261708	ENSG00000261708
SLC25A25	ENST00000373068	ENST00000373068	ENST00000373064	ENST00000373064
FAM107A	ENST00000394481	ENST00000394481	ENST00000360997	ENST00000360997
DRAM2	ENST00000286692	ENST00000286692	ENST00000286692	ENST00000286692
ENTHD1	ENST00000325157	ENST00000325157	ENST00000325157	ENST00000325157
GIMAP8	ENSG00000171115	ENSG00000171115	ENST00000307271	ENST00000307271
CYP21A2	ENST00000456152	ENST00000456152	ENST00000436607	ENST00000436607
RNU6-1296P	ENSG00000206606	ENSG00000206606	ENSG00000206606	ENSG00000206606
BLOC1S5-TXNDC5	ENSG00000259040	ENSG00000259040	ENSG00000259040	ENSG00000259040
RNU6-288P	ENSG00000200560	ENSG00000200560	ENSG00000200560	ENSG00000200560
N4BP2L1	ENST00000380130	ENST00000380130	ENST00000380130	ENST00000380130
CLCA4	ENST00000370563	ENST00000370563	ENST00000370563	ENST00000370563
SNORA63D				
ZNF680	ENST00000309683	ENST00000309683	ENST00000309683	ENST00000309683
RPL26P35	ENSG00000244229	ENSG00000244229	ENSG00000244229	ENSG00000244229
RN7SL622P	ENSG00000265052	ENSG00000265052	ENSG00000265052	ENSG00000265052
STK31	ENST00000355870	ENST00000355870	ENST00000355870	ENST00000355870
MIR892B	ENST00000598468	ENST00000598468	ENST00000598468	ENST00000598468
SETDB1	ENST00000271640	ENST00000271640	ENST00000271640	ENST00000271640
RPL7AP12				
SEC24B	ENST00000265175	ENST00000265175	ENST00000265175	ENST00000265175
RNU6-214P	ENSG00000206857	ENSG00000206857	ENSG00000206857	ENSG00000206857
SNORD114-20	ENSG00000202048	ENSG00000202048	ENSG00000202048	ENSG00000202048
APLN	ENST00000307484	ENST00000307484	ENST00000429967	ENST00000429967
RPS9P4				
PGPEP1L	ENST00000598847	ENST00000598847	ENST00000378919	ENST00000378919
SAMD4A	ENST00000392067	ENST00000392067	ENST00000392067	ENST00000392067
RN7SL88P	ENSG00000266889	ENSG00000266889	ENSG00000266889	ENSG00000266889
NKX2-2-AS1	ENSG00000258197	ENSG00000258197	ENSG00000258197	ENSG00000258197
RPS10	ENST00000326199	ENST00000326199	ENST00000326199	ENST00000326199
HAUS1P1	ENSG00000251453	ENSG00000251453	ENSG00000251453	ENSG00000251453
TRAJ37	ENSG00000211852	ENSG00000211852	ENSG00000211852	ENSG00000211852
RNA5SP100	ENSG00000222835	ENSG00000222835	ENSG00000222835	ENSG00000222835
TSC22D3	ENST00000372383	ENST00000372383	ENST00000372397	ENST00000372397
OTUD1	ENSG00000165312	ENSG00000165312	ENST00000376495	ENST00000376495
PRELID3BP4				
PROSER2-AS1	ENST00000445498	ENST00000445498	ENST00000445498	ENST00000445498
OR6F1	ENSG00000169214	ENSG00000169214	ENST00000302084	ENST00000302084
RPS10P28	ENSG00000243167	ENSG00000243167	ENSG00000243167	ENSG00000243167
GOLGA2P4	ENSG00000229608	ENSG00000229608	ENSG00000229608	ENSG00000229608
SOX1	ENSG00000182968	ENSG00000182968	ENST00000330949	ENST00000330949
FAM78B	ENST00000338353	ENST00000338353	ENST00000338353	ENST00000338353
RNU1-38P	ENSG00000199687	ENSG00000199687	ENSG00000199687	ENSG00000199687
SNRPEP10	ENSG00000227002	ENSG00000227002	ENSG00000227002	ENSG00000227002
ZPAXP				
THUMPD3	ENST00000345094	ENST00000345094	ENST00000345094	ENST00000345094
AGGF1P4	ENSG00000261689	ENSG00000261689	ENSG00000261689	ENSG00000261689
GUSBP9	ENST00000453222	ENST00000453222	ENST00000453222	ENST00000453222
ATG9B	ENST00000377974	ENST00000377974	ENST00000469530	ENST00000469530
RPS5P6				
MIR4666B	ENSG00000264090	ENSG00000264090	ENSG00000264090	ENSG00000264090
TRN-GTT2-1				
SP2-AS1				
DBNL	ENST00000468694	ENST00000468694	ENST00000448521	ENST00000448521
PTP4A2P2	ENSG00000254481	ENSG00000254481	ENSG00000254481	ENSG00000254481
RNVU1-18	ENST00000603895	ENST00000603895	ENST00000603895	ENST00000603895
HK2P1	ENSG00000228612	ENSG00000228612	ENSG00000228612	ENSG00000228612
MIR3673				
OR4F13P	ENST00000560066	ENST00000560066	ENST00000560066	ENST00000560066
NAV1	ENST00000367296	ENST00000367296	ENST00000367296	ENST00000367296
NAPSB	ENST00000527780	ENST00000527780	ENST00000527780	ENST00000527780
TNIP1	ENST00000389378	ENST00000389378	ENST00000315050	ENST00000315050
CADM4	ENST00000222374	ENST00000222374	ENST00000222374	ENST00000222374
PRDX6	ENST00000340385	ENST00000340385	ENST00000340385	ENST00000340385
TMEM41A	ENST00000421852	ENST00000421852	ENST00000421852	ENST00000421852
LINC01829				
PP2D1	ENST00000389050	ENST00000389050	ENST00000389050	ENST00000389050
NARFL	ENST00000251588	ENST00000251588	ENST00000251588	ENST00000251588
PRPF38AP2	ENST00000564886	ENST00000564886	ENST00000564886	ENST00000564886
EZH1	ENST00000428826	ENST00000428826	ENST00000428826	ENST00000428826
ZNF518A	ENST00000572626	ENST00000572626	ENST00000316045	ENST00000316045
LINC01742				
LOH19CR1				
ZNF705F				
YAP1P3				
SAMD7	ENST00000428432	ENST00000428432	ENST00000335556	ENST00000335556
IGHVII-60-1	ENST00000603471	ENST00000603471	ENST00000603471	ENST00000603471
MT-TL1	ENSG00000209082	ENSG00000209082	ENSG00000209082	ENSG00000209082
TM2D3	ENST00000333202	ENST00000333202	ENST00000333202	ENST00000333202
ZDHHC20-AS1				
RN7SL456P	ENSG00000242266	ENSG00000242266	ENSG00000242266	ENSG00000242266
RPL34P27	ENSG00000232858	ENSG00000232858	ENSG00000232858	ENSG00000232858
FAM92A1P2	ENST00000502308	ENST00000502308	ENST00000502308	ENST00000502308
LRRN1	ENST00000319331	ENST00000319331	ENST00000319331	ENST00000319331
PCNA-AS1				
SETDB2	ENST00000317257	ENST00000317257	ENST00000354234	ENST00000354234
RHOF	ENST00000267205	ENST00000267205	ENST00000267205	ENST00000267205
OR52J3	ENSG00000205495	ENSG00000205495	ENST00000380370	ENST00000380370
RNU6-1056P	ENST00000600394	ENST00000600394	ENST00000600394	ENST00000600394
TRNP1	ENST00000522111	ENST00000522111	ENST00000522111	ENST00000522111
VN1R64P	ENSG00000213547	ENSG00000213547	ENSG00000213547	ENSG00000213547
KCNC2	ENST00000549446	ENST00000549446	ENST00000549446	ENST00000549446
ODF3	ENST00000325113	ENST00000325113	ENST00000325113	ENST00000325113
GEMIN5	ENST00000285873	ENST00000285873	ENST00000285873	ENST00000285873
IL20RB-AS1	ENSG00000249407	ENSG00000249407	ENSG00000249407	ENSG00000249407
ADPGK-AS1	ENST00000563592	ENST00000563592	ENST00000563592	ENST00000563592
AQP4-AS1	ENST00000568797	ENST00000568797	ENST00000568797	ENST00000568797
COX8A	ENSG00000176340	ENSG00000176340	ENST00000314133	ENST00000314133
ZNF548	ENST00000336128	ENST00000336128	ENST00000366197	ENST00000366197
LARP1BP2	ENSG00000243438	ENSG00000243438	ENSG00000243438	ENSG00000243438
SYM2				
CKS1BP1				
RNU6-648P	ENST00000598017	ENST00000598017	ENST00000598017	ENST00000598017
MMAA	ENST00000281317	ENST00000281317	ENST00000281317	ENST00000281317
CYP4F3	ENST00000221307	ENST00000221307	ENST00000221307	ENST00000221307
LINC01508				
OR51N1P	ENST00000322493	ENST00000322493	ENST00000322493	ENST00000322493
LINC01160	ENST00000450155	ENST00000450155	ENST00000450155	ENST00000450155
TPI1	ENST00000601074	ENST00000601074	ENST00000229270	ENST00000229270
LINC01574				
AGA	ENST00000264595	ENST00000264595	ENST00000264595	ENST00000264595
CDY12P	ENSG00000228850	ENSG00000228850	ENSG00000228850	ENSG00000228850
RNF31	ENST00000324103	ENST00000324103	ENST00000324103	ENST00000324103
ZNF736P8Y	ENSG00000244246	ENSG00000244246	ENSG00000244246	ENSG00000244246
MIR3675	ENSG00000263811	ENSG00000263811	ENSG00000263811	ENSG00000263811
COL4A2-AS1	ENSG00000232814	ENSG00000232814	ENSG00000232814	ENSG00000232814
ZNF417	ENST00000312026	ENST00000312026	ENST00000312026	ENST00000312026
F5	ENST00000367797	ENST00000367797	ENST00000367797	ENST00000367797
OR13A1	ENST00000573291	ENST00000573291	ENST00000374401	ENST00000374401
LINC02423				
USP17L28	ENSG00000231051	ENSG00000231051	ENSG00000231051	ENSG00000231051
PHC1	ENST00000543824	ENST00000543824	ENST00000543824	ENST00000543824
NUP210L	ENST00000368559	ENST00000368559	ENST00000368559	ENST00000368559
RN7SKP98	ENSG00000252879	ENSG00000252879	ENSG00000252879	ENSG00000252879
SUSD6			ENST00000342745	ENST00000342745
RPL36P4	ENSG00000224497	ENSG00000224497	ENSG00000224497	ENSG00000224497
TMEM167B	ENST00000338272	ENST00000338272	ENST00000338272	ENST00000338272
COPS9			ENST00000607357	ENST00000607357
LINC02386				
CUL4AP1	ENSG00000248139	ENSG00000248139	ENSG00000248139	ENSG00000248139
EIF4E2P1	ENSG00000213384	ENSG00000213384	ENSG00000213384	ENSG00000213384
CHTF8	ENST00000448552	ENST00000448552	ENST00000398235	ENST00000398235
PCDHGA2	ENST00000394576	ENST00000394576	ENST00000394576	ENST00000394576
WDR96	ENST00000357060	ENST00000357060	ENST00000357060	ENST00000357060
OR2I1P	ENST00000453522	ENST00000453522	ENST00000453522	ENST00000453522
ANKRD20A13P				
TSIX	ENSG00000270641	ENSG00000270641	ENSG00000270641	ENSG00000270641
DUPD1	ENSG00000188716	ENSG00000188716	ENST00000338487	ENST00000338487
F11-AS1	ENST00000508110	ENST00000508110	ENST00000508110	ENST00000508110
LEPROTL1	ENST00000523116	ENST00000523116	ENST00000321250	ENST00000321250
MIR5579	ENSG00000266570	ENSG00000266570	ENSG00000266570	ENSG00000266570
TRE-TTC12-1				
AMY1C	ENSG00000187733	ENSG00000187733	ENSG00000187733	ENSG00000187733
DEFB121	ENST00000376314	ENST00000376314	ENST00000376314	ENST00000376314
KCTD10P1				
ENTHD2	ENST00000300714	ENST00000300714	ENST00000300714	ENST00000300714
RPS12P16				
MRPL39	ENST00000307301	ENST00000307301	ENST00000352957	ENST00000352957
TMEM246-AS1				
TRGC1	ENSG00000211689	ENSG00000211689	ENSG00000211689	ENSG00000211689
RNU6-976P	ENSG00000251895	ENSG00000251895	ENSG00000251895	ENSG00000251895
MEG3	ENST00000398461	ENST00000398461	ENST00000398461	ENST00000398461
CUTC	ENST00000370476	ENST00000370476	ENST00000370476	ENST00000370476
RPL30P14	ENSG00000243256	ENSG00000243256	ENSG00000243256	ENSG00000243256
LINC02397				
LINC02382				
HSFY6P	ENSG00000224169	ENSG00000224169	ENSG00000224169	ENSG00000224169
MTCO1P15				
HMGB3P5	ENSG00000237642	ENSG00000237642	ENSG00000237642	ENSG00000237642
MTCO1P54				
RAD9A	ENST00000307980	ENST00000307980	ENST00000307980	ENST00000307980
MYRFL	ENST00000535034	ENST00000535034	ENST00000552032	ENST00000552032
CARD18	ENST00000530950	ENST00000530950	ENST00000530950	ENST00000530950
MRTO4	ENST00000330263	ENST00000330263	ENST00000330263	ENST00000330263
PAQR4	ENST00000318782	ENST00000318782	ENST00000318782	ENST00000318782
C1orf145	ENST00000295012	ENST00000295012	ENST00000337335	ENST00000337335
SAMMSON				
DCLRE1B	ENST00000369563	ENST00000369563	ENST00000369563	ENST00000369563
MIR27B	ENSG00000207864	ENSG00000207864	ENSG00000207864	ENSG00000207864
MIR3179-3	ENSG00000266454	ENSG00000266454	ENSG00000266454	ENSG00000266454
SIRPB1	ENST00000381605	ENST00000381605	ENST00000381605	ENST00000381605
DDX3P1				
TCP11X2	ENST00000453326	ENST00000453326	ENST00000453326	ENST00000453326
SLC15A2	ENST00000489711	ENST00000489711	ENST00000489711	ENST00000489711
TNRC18P3	ENST00000564052	ENST00000564052	ENST00000564052	ENST00000564052
RPL21P79				
VN1R86P				
VN1R4	ENSG00000228567	ENSG00000228567	ENST00000311170	ENST00000311170
CRBN	ENST00000231948	ENST00000231948	ENST00000231948	ENST00000231948
MMP20	ENST00000260228	ENST00000260228	ENST00000260228	ENST00000260228
NFIXL5				
PFDN4	ENST00000371419	ENST00000371419	ENST00000371419	ENST00000371419
CCDC82	ENST00000278520	ENST00000278520	ENST00000278520	ENST00000278520
FAM57A	ENST00000308278	ENST00000308278	ENST00000308278	ENST00000308278
RNU2-60P	ENSG00000253099	ENSG00000253099	ENSG00000253099	ENSG00000253099
C19orf18	ENSG00000177025	ENSG00000177025	ENST00000314391	ENST00000314391
SPDYE4	ENST00000328794	ENST00000328794	ENST00000328794	ENST00000328794
ZNF104				
COX5A	ENST00000322347	ENST00000322347	ENST00000322347	ENST00000322347
SNORD89	ENSG00000212283	ENSG00000212283	ENSG00000212283	ENSG00000212283
RNA5SP324	ENSG00000202047	ENSG00000202047	ENSG00000202047	ENSG00000202047
MIR4713HG				
THAP7	ENST00000215742	ENST00000215742	ENST00000215742	ENST00000215742
MRPS12	ENST00000407800	ENST00000407800	ENST00000308018	ENST00000308018
MARK2P12	ENSG00000229708	ENSG00000229708	ENSG00000229708	ENSG00000229708
CEACAMP7	ENSG00000227349	ENSG00000227349	ENSG00000227349	ENSG00000227349
SHFM2				
ATP5F1P5	ENSG00000254944	ENSG00000254944	ENSG00000254944	ENSG00000254944
C1orf173	ENST00000326665	ENST00000326665	ENST00000326665	ENST00000326665
CLUHP11				
RABL2A	ENST00000393167	ENST00000393167	ENST00000393166	ENST00000393166
UBTFL1	ENST00000544527	ENST00000544527	ENST00000530464	ENST00000530464
TBL2	ENST00000575973	ENST00000575973	ENST00000305632	ENST00000305632
ADAM5	ENST00000505455	ENST00000505455	ENST00000505455	ENST00000505455
RN7SL620P	ENSG00000265680	ENSG00000265680	ENSG00000265680	ENSG00000265680
KRT19P4	ENSG00000234102	ENSG00000234102	ENSG00000234102	ENSG00000234102
ESX1	ENST00000595622	ENST00000595622	ENST00000372588	ENST00000372588
RNA5SP319	ENSG00000199638	ENSG00000199638	ENSG00000199638	ENSG00000199638
MIR29B1	ENST00000579235	ENST00000579235	ENST00000579235	ENST00000579235
UQCRFS1	ENSG00000169021	ENSG00000169021	ENST00000304863	ENST00000304863
CMKLR1	ENST00000312143	ENST00000312143	ENST00000312143	ENST00000312143
LGR4	ENST00000379214	ENST00000379214	ENST00000379214	ENST00000379214
DFNA18				
MRX40				
SLC15A5	ENSG00000188991	ENSG00000188991	ENST00000344941	ENST00000344941
PRR29-AS1				
EYA2	ENST00000327619	ENST00000327619	ENST00000327619	ENST00000327619
TAS2R43	ENST00000571879	ENST00000571879	ENST00000531678	ENST00000531678
SNORA16B	ENSG00000201544	ENSG00000201544	ENSG00000201544	ENSG00000201544
HNRNPA1P66	ENSG00000229221	ENSG00000229221	ENSG00000229221	ENSG00000229221
SCEL-AS1	ENST00000456280	ENST00000456280	ENST00000456280	ENST00000456280
ASNSP2				
YWHAQP7	ENSG00000271142	ENSG00000271142	ENSG00000271142	ENSG00000271142
PART1	ENST00000515734	ENST00000515734	ENST00000515734	ENST00000515734
ATP11B	ENST00000323116	ENST00000323116	ENST00000323116	ENST00000323116
LINC01185				
DAB2IP	ENST00000259371	ENST00000259371	ENST00000408936	ENST00000408936
RPL36AP2				
FAM111B	ENST00000343597	ENST00000343597	ENST00000343597	ENST00000343597
C6orf58	ENST00000329722	ENST00000329722	ENST00000329722	ENST00000329722
RN7SKP296	ENSG00000223117	ENSG00000223117	ENSG00000223117	ENSG00000223117
NOTO	ENSG00000214513	ENSG00000214513	ENST00000398468	ENST00000398468
VN2R15P				
WWC3-AS1	ENSG00000225076	ENSG00000225076	ENSG00000225076	ENSG00000225076
LUZP4	ENST00000600580	ENST00000600580	ENST00000371920	ENST00000371920
FAM162B	ENSG00000183807	ENSG00000183807	ENST00000368557	ENST00000368557
MED1	ENST00000300651	ENST00000300651	ENST00000300651	ENST00000300651
ABRACL	ENST00000367660	ENST00000367660	ENST00000367660	ENST00000367660
AFG3L1P	ENST00000454997	ENST00000454997	ENST00000454997	ENST00000454997
THBD	ENSG00000178726	ENSG00000178726	ENST00000377103	ENST00000377103
TTPAL	ENST00000372904	ENST00000372904	ENST00000262605	ENST00000262605
FANCE	ENSG00000112039	ENSG00000112039	ENST00000229769	ENST00000229769
RN7SL827P				
MIR6830				
FANCB	ENST00000398334	ENST00000398334	ENST00000324138	ENST00000324138
ZNF604P				
MIR486-2				
TRB				
MTND4P17	ENSG00000242178	ENSG00000242178	ENSG00000242178	ENSG00000242178
PIF1	ENST00000268043	ENST00000268043	ENST00000268043	ENST00000268043
TCTN2	ENST00000303372	ENST00000303372	ENST00000303372	ENST00000303372
RN7SL480P	ENST00000579030	ENST00000579030	ENST00000579030	ENST00000579030
MEMO1P1	ENST00000412073	ENST00000412073	ENST00000412073	ENST00000412073
SEC14L2	ENST00000312932	ENST00000312932	ENST00000615189	ENST00000615189
RNA5SP334	ENSG00000201695	ENSG00000201695	ENSG00000201695	ENSG00000201695
ARHGEF4	ENST00000326016	ENST00000326016	ENST00000326016	ENST00000326016
C2orf47	ENST00000295079	ENST00000295079	ENST00000295079	ENST00000295079
PABPN1	ENST00000216727	ENST00000216727	ENST00000216727	ENST00000216727
GPR20	ENSG00000204882	ENSG00000204882	ENST00000377741	ENST00000377741
MCM3AP-AS1	ENST00000414659	ENST00000414659	ENST00000414659	ENST00000414659
BRD4	ENST00000263377	ENST00000263377	ENST00000263377	ENST00000263377
TRC-GCA2-3				
RHOXF1	ENST00000597523	ENST00000597523	ENST00000217999	ENST00000217999
DYX1C1-CCPG1	ENST00000565113	ENST00000565113	ENST00000565113	ENST00000565113
PFN1P10	ENSG00000176378	ENSG00000176378	ENSG00000176378	ENSG00000176378
CD28	ENST00000324106	ENST00000324106	ENST00000324106	ENST00000324106
FRA1I				
MIR518D	ENSG00000207747	ENSG00000207747	ENSG00000207747	ENSG00000207747
TMEM202	ENST00000341689	ENST00000341689	ENST00000341689	ENST00000341689
GET4	ENST00000265857	ENST00000265857	ENST00000265857	ENST00000265857
RFT1	ENST00000296292	ENST00000296292	ENST00000296292	ENST00000296292
JMJD7	ENST00000397299	ENST00000397299	ENST00000397299	ENST00000397299
SLC22A18	ENST00000380574	ENST00000380574	ENST00000312221	ENST00000312221
MIR28	ENSG00000207651	ENSG00000207651	ENSG00000207651	ENSG00000207651
LINC00944	ENST00000540684	ENST00000540684	ENST00000540684	ENST00000540684
NUP210P3	ENSG00000248916	ENSG00000248916	ENSG00000248916	ENSG00000248916
LINC02036				
LLPH-AS1				
RPL18P7				
MIR548L	ENSG00000221230	ENSG00000221230	ENSG00000221230	ENSG00000221230
LIPM	ENST00000404743	ENST00000404743	ENST00000404743	ENST00000404743
LINC01905				
RPSAP54	ENSG00000213621	ENSG00000213621	ENSG00000213621	ENSG00000213621
MIR1302-4	ENSG00000221628	ENSG00000221628	ENSG00000221628	ENSG00000221628
SUMO1P1	ENSG00000241721	ENSG00000241721	ENSG00000241721	ENSG00000241721
ERVK-27				
RPS25P8				
MAL2-AS1				
KIAA1958	ENST00000337530	ENST00000337530	ENST00000337530	ENST00000337530
RNU6-3P	ENST00000593684	ENST00000593684	ENST00000593684	ENST00000593684
LINC01352				
HERPUD1	ENST00000439977	ENST00000439977	ENST00000439977	ENST00000439977
TNF	ENST00000449264	ENST00000449264	ENST00000376122	ENST00000376122
ARSD	ENST00000381154	ENST00000381154	ENST00000381154	ENST00000381154
CZP2				
VN1R52P				
RPL36P18	ENST00000595614	ENST00000595614	ENST00000595614	ENST00000595614
MRPL23-AS1	ENSG00000226416	ENSG00000226416	ENSG00000226416	ENSG00000226416
RNU6-867P	ENST00000600402	ENST00000600402	ENST00000600402	ENST00000600402
OR4F3	ENSG00000230178	ENSG00000230178	ENST00000332831	ENST00000332831
DIAPH2-AS1	ENST00000579945	ENST00000579945	ENST00000579945	ENST00000579945
FAM208B	ENST00000328090	ENST00000328090	ENST00000328090	ENST00000328090
GAREM2			ENST00000401533	ENST00000401533
